idx,item,rejection_id,swapped,type,name1,name2,preamble,no,wait,continuation1,continuation2
2916,162,8,True,coord,Gabriela,George,The florist has strong opinions about all kinds of things and is tall.,Nope.,Hang on a minute.,He does not.,He is not.
2917,163,0,False,coord,Jorge,Mario,The musician is a proud New Yorker and frequently gives extreme opinions without backing them up.,No.,Wait no.,He is not.,He does not.
2918,163,0,True,coord,Jorge,Mario,The musician frequently gives extreme opinions without backing them up and is a proud New Yorker.,No.,Wait no.,He does not.,He is not.
2919,163,1,False,coord,Jorge,Mario,The musician is a proud New Yorker and frequently gives extreme opinions without backing them up.,No.,"Hey, wait a minute.",He is not.,He does not.
2920,163,1,True,coord,Jorge,Mario,The musician frequently gives extreme opinions without backing them up and is a proud New Yorker.,No.,"Hey, wait a minute.",He does not.,He is not.
2921,163,2,False,coord,Jorge,Mario,The musician is a proud New Yorker and frequently gives extreme opinions without backing them up.,No.,Hang on a minute.,He is not.,He does not.
2922,163,2,True,coord,Jorge,Mario,The musician frequently gives extreme opinions without backing them up and is a proud New Yorker.,No.,Hang on a minute.,He does not.,He is not.
2923,163,3,False,coord,Jorge,Mario,The musician is a proud New Yorker and frequently gives extreme opinions without backing them up.,That's not true.,Wait no.,He is not.,He does not.
2924,163,3,True,coord,Jorge,Mario,The musician frequently gives extreme opinions without backing them up and is a proud New Yorker.,That's not true.,Wait no.,He does not.,He is not.
2925,163,4,False,coord,Jorge,Mario,The musician is a proud New Yorker and frequently gives extreme opinions without backing them up.,That's not true.,"Hey, wait a minute.",He is not.,He does not.
2926,163,4,True,coord,Jorge,Mario,The musician frequently gives extreme opinions without backing them up and is a proud New Yorker.,That's not true.,"Hey, wait a minute.",He does not.,He is not.
2927,163,5,False,coord,Jorge,Mario,The musician is a proud New Yorker and frequently gives extreme opinions without backing them up.,That's not true.,Hang on a minute.,He is not.,He does not.
2928,163,5,True,coord,Jorge,Mario,The musician frequently gives extreme opinions without backing them up and is a proud New Yorker.,That's not true.,Hang on a minute.,He does not.,He is not.
2929,163,6,False,coord,Jorge,Mario,The musician is a proud New Yorker and frequently gives extreme opinions without backing them up.,Nope.,Wait no.,He is not.,He does not.
2930,163,6,True,coord,Jorge,Mario,The musician frequently gives extreme opinions without backing them up and is a proud New Yorker.,Nope.,Wait no.,He does not.,He is not.
2931,163,7,False,coord,Jorge,Mario,The musician is a proud New Yorker and frequently gives extreme opinions without backing them up.,Nope.,"Hey, wait a minute.",He is not.,He does not.
2932,163,7,True,coord,Jorge,Mario,The musician frequently gives extreme opinions without backing them up and is a proud New Yorker.,Nope.,"Hey, wait a minute.",He does not.,He is not.
2933,163,8,False,coord,Jorge,Mario,The musician is a proud New Yorker and frequently gives extreme opinions without backing them up.,Nope.,Hang on a minute.,He is not.,He does not.
2934,163,8,True,coord,Jorge,Mario,The musician frequently gives extreme opinions without backing them up and is a proud New Yorker.,Nope.,Hang on a minute.,He does not.,He is not.
2935,164,0,False,coord,Carter,Isabel,The anthropologist is standing next to the tree and usually trains all year for the national competition.,No.,Wait no.,He is not.,He does not.
2936,164,0,True,coord,Carter,Isabel,The anthropologist usually trains all year for the national competition and is standing next to the tree.,No.,Wait no.,He does not.,He is not.
2937,164,1,False,coord,Carter,Isabel,The anthropologist is standing next to the tree and usually trains all year for the national competition.,No.,"Hey, wait a minute.",He is not.,He does not.
2938,164,1,True,coord,Carter,Isabel,The anthropologist usually trains all year for the national competition and is standing next to the tree.,No.,"Hey, wait a minute.",He does not.,He is not.
2939,164,2,False,coord,Carter,Isabel,The anthropologist is standing next to the tree and usually trains all year for the national competition.,No.,Hang on a minute.,He is not.,He does not.
2940,164,2,True,coord,Carter,Isabel,The anthropologist usually trains all year for the national competition and is standing next to the tree.,No.,Hang on a minute.,He does not.,He is not.
2941,164,3,False,coord,Carter,Isabel,The anthropologist is standing next to the tree and usually trains all year for the national competition.,That's not true.,Wait no.,He is not.,He does not.
2942,164,3,True,coord,Carter,Isabel,The anthropologist usually trains all year for the national competition and is standing next to the tree.,That's not true.,Wait no.,He does not.,He is not.
2943,164,4,False,coord,Carter,Isabel,The anthropologist is standing next to the tree and usually trains all year for the national competition.,That's not true.,"Hey, wait a minute.",He is not.,He does not.
2944,164,4,True,coord,Carter,Isabel,The anthropologist usually trains all year for the national competition and is standing next to the tree.,That's not true.,"Hey, wait a minute.",He does not.,He is not.
2945,164,5,False,coord,Carter,Isabel,The anthropologist is standing next to the tree and usually trains all year for the national competition.,That's not true.,Hang on a minute.,He is not.,He does not.
2946,164,5,True,coord,Carter,Isabel,The anthropologist usually trains all year for the national competition and is standing next to the tree.,That's not true.,Hang on a minute.,He does not.,He is not.
2947,164,6,False,coord,Carter,Isabel,The anthropologist is standing next to the tree and usually trains all year for the national competition.,Nope.,Wait no.,He is not.,He does not.
2948,164,6,True,coord,Carter,Isabel,The anthropologist usually trains all year for the national competition and is standing next to the tree.,Nope.,Wait no.,He does not.,He is not.
2949,164,7,False,coord,Carter,Isabel,The anthropologist is standing next to the tree and usually trains all year for the national competition.,Nope.,"Hey, wait a minute.",He is not.,He does not.
2950,164,7,True,coord,Carter,Isabel,The anthropologist usually trains all year for the national competition and is standing next to the tree.,Nope.,"Hey, wait a minute.",He does not.,He is not.
2951,164,8,False,coord,Carter,Isabel,The anthropologist is standing next to the tree and usually trains all year for the national competition.,Nope.,Hang on a minute.,He is not.,He does not.
2952,164,8,True,coord,Carter,Isabel,The anthropologist usually trains all year for the national competition and is standing next to the tree.,Nope.,Hang on a minute.,He does not.,He is not.
2953,165,0,False,coord,Alex,Madeline,The dentist is a cordial person and enjoys having barbecues near the beach.,No.,Wait no.,He is not.,He does not.
2954,165,0,True,coord,Alex,Madeline,The dentist enjoys having barbecues near the beach and is a cordial person.,No.,Wait no.,He does not.,He is not.
2955,165,1,False,coord,Alex,Madeline,The dentist is a cordial person and enjoys having barbecues near the beach.,No.,"Hey, wait a minute.",He is not.,He does not.
2956,165,1,True,coord,Alex,Madeline,The dentist enjoys having barbecues near the beach and is a cordial person.,No.,"Hey, wait a minute.",He does not.,He is not.
2957,165,2,False,coord,Alex,Madeline,The dentist is a cordial person and enjoys having barbecues near the beach.,No.,Hang on a minute.,He is not.,He does not.
2958,165,2,True,coord,Alex,Madeline,The dentist enjoys having barbecues near the beach and is a cordial person.,No.,Hang on a minute.,He does not.,He is not.
2959,165,3,False,coord,Alex,Madeline,The dentist is a cordial person and enjoys having barbecues near the beach.,That's not true.,Wait no.,He is not.,He does not.
2960,165,3,True,coord,Alex,Madeline,The dentist enjoys having barbecues near the beach and is a cordial person.,That's not true.,Wait no.,He does not.,He is not.
2961,165,4,False,coord,Alex,Madeline,The dentist is a cordial person and enjoys having barbecues near the beach.,That's not true.,"Hey, wait a minute.",He is not.,He does not.
2962,165,4,True,coord,Alex,Madeline,The dentist enjoys having barbecues near the beach and is a cordial person.,That's not true.,"Hey, wait a minute.",He does not.,He is not.
2963,165,5,False,coord,Alex,Madeline,The dentist is a cordial person and enjoys having barbecues near the beach.,That's not true.,Hang on a minute.,He is not.,He does not.
2964,165,5,True,coord,Alex,Madeline,The dentist enjoys having barbecues near the beach and is a cordial person.,That's not true.,Hang on a minute.,He does not.,He is not.
2965,165,6,False,coord,Alex,Madeline,The dentist is a cordial person and enjoys having barbecues near the beach.,Nope.,Wait no.,He is not.,He does not.
2966,165,6,True,coord,Alex,Madeline,The dentist enjoys having barbecues near the beach and is a cordial person.,Nope.,Wait no.,He does not.,He is not.
2967,165,7,False,coord,Alex,Madeline,The dentist is a cordial person and enjoys having barbecues near the beach.,Nope.,"Hey, wait a minute.",He is not.,He does not.
2968,165,7,True,coord,Alex,Madeline,The dentist enjoys having barbecues near the beach and is a cordial person.,Nope.,"Hey, wait a minute.",He does not.,He is not.
2969,165,8,False,coord,Alex,Madeline,The dentist is a cordial person and enjoys having barbecues near the beach.,Nope.,Hang on a minute.,He is not.,He does not.
2970,165,8,True,coord,Alex,Madeline,The dentist enjoys having barbecues near the beach and is a cordial person.,Nope.,Hang on a minute.,He does not.,He is not.
2971,166,0,False,coord,Danielle,Ava,The tenant is about to fall asleep and rides a bike to the nearest park.,No.,Wait no.,She is not.,She does not.
2972,166,0,True,coord,Danielle,Ava,The tenant rides a bike to the nearest park and is about to fall asleep.,No.,Wait no.,She does not.,She is not.
2973,166,1,False,coord,Danielle,Ava,The tenant is about to fall asleep and rides a bike to the nearest park.,No.,"Hey, wait a minute.",She is not.,She does not.
2974,166,1,True,coord,Danielle,Ava,The tenant rides a bike to the nearest park and is about to fall asleep.,No.,"Hey, wait a minute.",She does not.,She is not.
2975,166,2,False,coord,Danielle,Ava,The tenant is about to fall asleep and rides a bike to the nearest park.,No.,Hang on a minute.,She is not.,She does not.
2976,166,2,True,coord,Danielle,Ava,The tenant rides a bike to the nearest park and is about to fall asleep.,No.,Hang on a minute.,She does not.,She is not.
2977,166,3,False,coord,Danielle,Ava,The tenant is about to fall asleep and rides a bike to the nearest park.,That's not true.,Wait no.,She is not.,She does not.
2978,166,3,True,coord,Danielle,Ava,The tenant rides a bike to the nearest park and is about to fall asleep.,That's not true.,Wait no.,She does not.,She is not.
2979,166,4,False,coord,Danielle,Ava,The tenant is about to fall asleep and rides a bike to the nearest park.,That's not true.,"Hey, wait a minute.",She is not.,She does not.
2980,166,4,True,coord,Danielle,Ava,The tenant rides a bike to the nearest park and is about to fall asleep.,That's not true.,"Hey, wait a minute.",She does not.,She is not.
2981,166,5,False,coord,Danielle,Ava,The tenant is about to fall asleep and rides a bike to the nearest park.,That's not true.,Hang on a minute.,She is not.,She does not.
2982,166,5,True,coord,Danielle,Ava,The tenant rides a bike to the nearest park and is about to fall asleep.,That's not true.,Hang on a minute.,She does not.,She is not.
2983,166,6,False,coord,Danielle,Ava,The tenant is about to fall asleep and rides a bike to the nearest park.,Nope.,Wait no.,She is not.,She does not.
2984,166,6,True,coord,Danielle,Ava,The tenant rides a bike to the nearest park and is about to fall asleep.,Nope.,Wait no.,She does not.,She is not.
2985,166,7,False,coord,Danielle,Ava,The tenant is about to fall asleep and rides a bike to the nearest park.,Nope.,"Hey, wait a minute.",She is not.,She does not.
2986,166,7,True,coord,Danielle,Ava,The tenant rides a bike to the nearest park and is about to fall asleep.,Nope.,"Hey, wait a minute.",She does not.,She is not.
2987,166,8,False,coord,Danielle,Ava,The tenant is about to fall asleep and rides a bike to the nearest park.,Nope.,Hang on a minute.,She is not.,She does not.
2988,166,8,True,coord,Danielle,Ava,The tenant rides a bike to the nearest park and is about to fall asleep.,Nope.,Hang on a minute.,She does not.,She is not.
2989,167,0,False,coord,Claire,Vincent,The diver is reading a newly released sci-fi book and takes a vitamin everyday.,No.,Wait no.,She is not.,She does not.
