idx,item,sentence,prefix,stimulus,type
289,144,"Bethany said, ""The journalist, who would drive to the nearest library when the weather is bad, has been neighbors with the mayor."" Isabel replied, ""No, she has not.""","Bethany said, ""The journalist, who would drive to the nearest library when the weather is bad, has been neighbors with the mayor."" Isabel replied, ""No,","she has not.""",neg_main_good
289,144,"Bethany said, ""The journalist, who would drive to the nearest library when the weather is bad, has been neighbors with the mayor."" Isabel replied, ""Wait no, she has not.""","Bethany said, ""The journalist, who would drive to the nearest library when the weather is bad, has been neighbors with the mayor."" Isabel replied, ""Wait no,","she has not.""",neg_main_bad
289,144,"Bethany said, ""The journalist, who would drive to the nearest library when the weather is bad, has been neighbors with the mayor."" Isabel replied, ""Wait no, she would not.""","Bethany said, ""The journalist, who would drive to the nearest library when the weather is bad, has been neighbors with the mayor."" Isabel replied, ""Wait no,","she would not.""",neg_arc_good
289,144,"Bethany said, ""The journalist, who would drive to the nearest library when the weather is bad, has been neighbors with the mayor."" Isabel replied, ""No, she would not.""","Bethany said, ""The journalist, who would drive to the nearest library when the weather is bad, has been neighbors with the mayor."" Isabel replied, ""No,","she would not.""",neg_arc_bad
290,145,"Abigail said, ""The counselor, who has been neighbors with the mayor, would sleep on the couch."" Cameron replied, ""No, he would not.""","Abigail said, ""The counselor, who has been neighbors with the mayor, would sleep on the couch."" Cameron replied, ""No,","he would not.""",neg_main_good
290,145,"Abigail said, ""The counselor, who has been neighbors with the mayor, would sleep on the couch."" Cameron replied, ""Wait no, he would not.""","Abigail said, ""The counselor, who has been neighbors with the mayor, would sleep on the couch."" Cameron replied, ""Wait no,","he would not.""",neg_main_bad
290,145,"Abigail said, ""The counselor, who has been neighbors with the mayor, would sleep on the couch."" Cameron replied, ""Wait no, he has not.""","Abigail said, ""The counselor, who has been neighbors with the mayor, would sleep on the couch."" Cameron replied, ""Wait no,","he has not.""",neg_arc_good
290,145,"Abigail said, ""The counselor, who has been neighbors with the mayor, would sleep on the couch."" Cameron replied, ""No, he has not.""","Abigail said, ""The counselor, who has been neighbors with the mayor, would sleep on the couch."" Cameron replied, ""No,","he has not.""",neg_arc_bad
291,145,"Abigail said, ""The counselor, who would sleep on the couch, has been neighbors with the mayor."" Cameron replied, ""No, he has not.""","Abigail said, ""The counselor, who would sleep on the couch, has been neighbors with the mayor."" Cameron replied, ""No,","he has not.""",neg_main_good
291,145,"Abigail said, ""The counselor, who would sleep on the couch, has been neighbors with the mayor."" Cameron replied, ""Wait no, he has not.""","Abigail said, ""The counselor, who would sleep on the couch, has been neighbors with the mayor."" Cameron replied, ""Wait no,","he has not.""",neg_main_bad
291,145,"Abigail said, ""The counselor, who would sleep on the couch, has been neighbors with the mayor."" Cameron replied, ""Wait no, he would not.""","Abigail said, ""The counselor, who would sleep on the couch, has been neighbors with the mayor."" Cameron replied, ""Wait no,","he would not.""",neg_arc_good
291,145,"Abigail said, ""The counselor, who would sleep on the couch, has been neighbors with the mayor."" Cameron replied, ""No, he would not.""","Abigail said, ""The counselor, who would sleep on the couch, has been neighbors with the mayor."" Cameron replied, ""No,","he would not.""",neg_arc_bad
292,146,"Connor said, ""The actor, who has collected about 100 movie posters so far, would drink coffee after lunch."" Elijah replied, ""No, he would not.""","Connor said, ""The actor, who has collected about 100 movie posters so far, would drink coffee after lunch."" Elijah replied, ""No,","he would not.""",neg_main_good
292,146,"Connor said, ""The actor, who has collected about 100 movie posters so far, would drink coffee after lunch."" Elijah replied, ""Wait no, he would not.""","Connor said, ""The actor, who has collected about 100 movie posters so far, would drink coffee after lunch."" Elijah replied, ""Wait no,","he would not.""",neg_main_bad
292,146,"Connor said, ""The actor, who has collected about 100 movie posters so far, would drink coffee after lunch."" Elijah replied, ""Wait no, he has not.""","Connor said, ""The actor, who has collected about 100 movie posters so far, would drink coffee after lunch."" Elijah replied, ""Wait no,","he has not.""",neg_arc_good
292,146,"Connor said, ""The actor, who has collected about 100 movie posters so far, would drink coffee after lunch."" Elijah replied, ""No, he has not.""","Connor said, ""The actor, who has collected about 100 movie posters so far, would drink coffee after lunch."" Elijah replied, ""No,","he has not.""",neg_arc_bad
293,146,"Connor said, ""The actor, who would drink coffee after lunch, has collected about 100 movie posters so far."" Elijah replied, ""No, he has not.""","Connor said, ""The actor, who would drink coffee after lunch, has collected about 100 movie posters so far."" Elijah replied, ""No,","he has not.""",neg_main_good
293,146,"Connor said, ""The actor, who would drink coffee after lunch, has collected about 100 movie posters so far."" Elijah replied, ""Wait no, he has not.""","Connor said, ""The actor, who would drink coffee after lunch, has collected about 100 movie posters so far."" Elijah replied, ""Wait no,","he has not.""",neg_main_bad
293,146,"Connor said, ""The actor, who would drink coffee after lunch, has collected about 100 movie posters so far."" Elijah replied, ""Wait no, he would not.""","Connor said, ""The actor, who would drink coffee after lunch, has collected about 100 movie posters so far."" Elijah replied, ""Wait no,","he would not.""",neg_arc_good
293,146,"Connor said, ""The actor, who would drink coffee after lunch, has collected about 100 movie posters so far."" Elijah replied, ""No, he would not.""","Connor said, ""The actor, who would drink coffee after lunch, has collected about 100 movie posters so far."" Elijah replied, ""No,","he would not.""",neg_arc_bad
294,147,"Antonio said, ""The banker, who has collected about 100 movie posters so far, would always be late for meetings."" Christina replied, ""No, she would not.""","Antonio said, ""The banker, who has collected about 100 movie posters so far, would always be late for meetings."" Christina replied, ""No,","she would not.""",neg_main_good
294,147,"Antonio said, ""The banker, who has collected about 100 movie posters so far, would always be late for meetings."" Christina replied, ""Wait no, she would not.""","Antonio said, ""The banker, who has collected about 100 movie posters so far, would always be late for meetings."" Christina replied, ""Wait no,","she would not.""",neg_main_bad
294,147,"Antonio said, ""The banker, who has collected about 100 movie posters so far, would always be late for meetings."" Christina replied, ""Wait no, she has not.""","Antonio said, ""The banker, who has collected about 100 movie posters so far, would always be late for meetings."" Christina replied, ""Wait no,","she has not.""",neg_arc_good
294,147,"Antonio said, ""The banker, who has collected about 100 movie posters so far, would always be late for meetings."" Christina replied, ""No, she has not.""","Antonio said, ""The banker, who has collected about 100 movie posters so far, would always be late for meetings."" Christina replied, ""No,","she has not.""",neg_arc_bad
295,147,"Antonio said, ""The banker, who would always be late for meetings, has collected about 100 movie posters so far."" Christina replied, ""No, she has not.""","Antonio said, ""The banker, who would always be late for meetings, has collected about 100 movie posters so far."" Christina replied, ""No,","she has not.""",neg_main_good
295,147,"Antonio said, ""The banker, who would always be late for meetings, has collected about 100 movie posters so far."" Christina replied, ""Wait no, she has not.""","Antonio said, ""The banker, who would always be late for meetings, has collected about 100 movie posters so far."" Christina replied, ""Wait no,","she has not.""",neg_main_bad
295,147,"Antonio said, ""The banker, who would always be late for meetings, has collected about 100 movie posters so far."" Christina replied, ""Wait no, she would not.""","Antonio said, ""The banker, who would always be late for meetings, has collected about 100 movie posters so far."" Christina replied, ""Wait no,","she would not.""",neg_arc_good
